timestep,episode,reward,length,mean_reward_10ep
32440,2682,10.33,12,13.232
32443,2683,1.933,3,12.317
32446,2684,1.913,3,12.217
32476,2685,25.193,30,13.112
32479,2686,2.246,3,11.268
32505,2687,21.209,26,10.98
32516,2688,9.18,11,9.676
32518,2689,1.118,2,9.625
32537,2690,14.93,19,9.58
32551,2691,11.419,14,9.947
32567,2692,14.112,16,10.325
32578,2693,10.179,11,11.15
32590,2694,10.017,12,11.96
32606,2695,12.71,16,10.712
32620,2696,9.598,14,11.447
32627,2697,4.369,7,9.763
32643,2698,12.279,16,10.073
32648,2699,3.712,5,10.332
32668,2700,16.831,20,10.523
32682,2701,12.044,14,10.585
32689,2702,5.411,7,9.715
32701,2703,10.045,12,9.702
32719,2704,15.611,18,10.261
32722,2705,1.982,3,9.188
32729,2706,5.578,7,8.786
32733,2707,3.052,4,8.655
32736,2708,1.748,3,7.601
32753,2709,15.444,17,8.775
32766,2710,11.077,13,8.199
32778,2711,10.133,12,8.008
32787,2712,7.511,9,8.218
32796,2713,7.746,9,7.988
32805,2714,7.712,9,7.198
32835,2715,24.581,30,9.458
32862,2716,20.71,27,10.971
32874,2717,10.332,12,11.699
32895,2718,16.046,21,13.129
32911,2719,14.08,16,12.993
32929,2720,13.881,18,13.273
32944,2721,10.999,15,13.36
32974,2722,23.284,30,14.937
32983,2723,6.969,9,14.86
32990,2724,5.183,7,14.607
33020,2725,25.717,30,14.72
33033,2726,11.278,13,13.777
33045,2727,10.032,12,13.747
33075,2728,24.777,30,14.62
33098,2729,17.564,23,14.968
33128,2730,23.317,30,15.912
33138,2731,8.312,10,15.643
33168,2732,28.11,30,16.126
33198,2733,25.148,30,17.944
33204,2734,4.946,6,17.92
33234,2735,23.579,30,17.706
33239,2736,4.084,5,16.987
33248,2737,7.298,9,16.714
33273,2738,18.15,25,16.051
33294,2739,15.599,21,15.854
33298,2740,2.615,4,13.784
33301,2741,1.633,3,13.116
33306,2742,3.93,5,10.698
33309,2743,2.112,3,8.395
33313,2744,2.88,4,8.188
33320,2745,5.633,7,6.393
33325,2746,3.88,5,6.373
33355,2747,24.216,30,8.065
33374,2748,16.461,19,7.896
33384,2749,8.282,10,7.164
33392,2750,6.017,8,7.504
33399,2751,5.879,7,7.929
33415,2752,13.929,16,8.929
33436,2753,17.41,21,10.459
33466,2754,23.253,30,12.496
33496,2755,25.032,30,14.436
33503,2756,5.184,7,14.566
33513,2757,8.677,10,13.012
33516,2758,1.881,3,11.554
33534,2759,14.517,18,12.178
33542,2760,6.778,8,12.254
33556,2761,12.177,14,12.884
33563,2762,4.964,7,11.987
33570,2763,5.879,7,10.834
33582,2764,10.177,12,9.527
33597,2765,11.752,15,8.199
33606,2766,6.966,9,8.377
33611,2767,3.751,5,7.884
33622,2768,9.311,11,8.627
33626,2769,2.68,4,7.443
33647,2770,17.334,21,8.499
33656,2771,7.078,9,7.989
33666,2772,7.212,10,8.214
33688,2773,17.485,22,9.375
33692,2774,2.73,4,8.63
33703,2775,9.345,11,8.389
33711,2776,6.078,8,8.301
33738,2777,22.618,27,10.187
33755,2778,14.531,17,10.709
33773,2779,14.784,18,11.92
33777,2780,2.483,4,10.435
33786,2781,7.413,9,10.468
33804,2782,14.511,18,11.198
33813,2783,6.786,9,10.128
33840,2784,23.08,27,12.163
33849,2785,7.479,9,11.976
33868,2786,16.544,19,13.023
33875,2787,6.18,7,11.379
33880,2788,4.279,5,10.354
33898,2789,12.518,18,10.127
33928,2790,25.513,30,12.43
33942,2791,9.819,14,12.671
33962,2792,16.862,20,12.906
33992,2793,22.279,30,14.455
34001,2794,7.878,9,12.935
34004,2795,1.98,3,12.385
34034,2796,26.863,30,13.417
34051,2797,12.25,17,14.024
34081,2798,22.73,30,15.869
34100,2799,14.678,19,16.085
34104,2800,2.785,4,13.812
34108,2801,2.88,4,13.118
34119,2802,9.219,11,12.354
34134,2803,11.298,15,11.256
34139,2804,3.879,5,10.856
34145,2805,4.979,6,11.156
34151,2806,4.779,6,8.948
34181,2807,25.047,30,10.227
34188,2808,5.346,7,8.489
34192,2809,2.764,4,7.297
34196,2810,2.565,4,7.276
34221,2811,19.549,25,8.942
34227,2812,4.513,6,8.472
34230,2813,2.013,3,7.543
34251,2814,17.446,21,8.9
34262,2815,9.063,11,9.308
34268,2816,4.782,6,9.309
34275,2817,5.534,7,7.357
34278,2818,1.88,3,7.011
34291,2819,10.146,13,7.749
34297,2820,4.713,6,7.964
34325,2821,20.599,28,8.069
34334,2822,6.887,9,8.306
34344,2823,9.112,10,9.016
34374,2824,25.673,30,9.839
34404,2825,25.747,30,11.507
34410,2826,5.153,6,11.544
34431,2827,18.411,21,12.832
34437,2828,4.349,6,13.079
34457,2829,15.098,20,13.574
34463,2830,4.479,6,13.551
34493,2831,26.084,30,14.099
34502,2832,7.845,9,14.195
34511,2833,7.066,9,13.99
34522,2834,9.262,11,12.349
34533,2835,10.012,11,10.776
34544,2836,7.899,11,11.05
34563,2837,17.132,19,10.923
34577,2838,10.811,14,11.569
34593,2839,12.652,16,11.324
34598,2840,3.265,5,11.203
34613,2841,11.252,15,9.72
34621,2842,6.045,8,9.54
34635,2843,11.663,14,9.999
34661,2844,22.309,26,11.304
34679,2845,15.878,18,11.891
34688,2846,6.713,9,11.772
34700,2847,9.397,12,10.999
34703,2848,1.98,3,10.115
34715,2849,10.577,12,9.908
34728,2850,11.763,13,10.758
34758,2851,25.898,30,12.222
34766,2852,6.232,8,12.241
34774,2853,6.478,8,11.722
34787,2854,11.829,13,10.674
34803,2855,13.795,16,10.466
34822,2856,15.931,19,11.388
34848,2857,22.577,26,12.706
34878,2858,24.111,30,14.919
34888,2859,8.314,10,14.693
34908,2860,15.996,20,15.116
34914,2861,4.779,6,13.004
34920,2862,4.645,6,12.846
34942,2863,17.534,22,13.951
34972,2864,22.918,30,15.06
34978,2865,4.033,6,14.084
34996,2866,15.23,18,14.014
35014,2867,14.211,18,13.177
35021,2868,5.779,7,11.344
35048,2869,24.943,27,13.007
35061,2870,10.402,13,12.447
35091,2871,22.319,30,14.201
35100,2872,6.962,9,14.433
35122,2873,18.947,22,14.574
35132,2874,7.851,10,13.068
35162,2875,25.475,30,15.212
35166,2876,2.782,4,13.967
35191,2877,19.998,25,14.546
35214,2878,17.944,23,15.762
35223,2879,6.814,9,13.949
35234,2880,8.02,11,13.711
35253,2881,17.279,19,13.207
35257,2882,2.599,4,12.771
35264,2883,5.712,7,11.447
35290,2884,22.729,26,12.935
35295,2885,3.879,5,10.776
35304,2886,7.55,9,11.252
35315,2887,9.211,11,10.174
35322,2888,4.969,7,8.876
35338,2889,13.578,16,9.553
35348,2890,8.112,10,9.562
35359,2891,8.667,11,8.701
35363,2892,2.465,4,8.687
35391,2893,20.866,28,10.203
35412,2894,18.498,21,9.78
35417,2895,4.046,5,9.796
35439,2896,18.128,22,10.854
35458,2897,13.984,19,11.331
35461,2898,1.98,3,11.032
35491,2899,25.329,30,12.207
35507,2900,12.416,16,12.638
35519,2901,10.879,12,12.859
35526,2902,5.215,7,13.134
35533,2903,5.112,7,11.559
35542,2904,6.565,9,10.365
35567,2905,19.077,25,11.869
35578,2906,8.435,11,10.899
35581,2907,2.146,3,9.715
35584,2908,1.699,3,9.687
35614,2909,24.779,30,9.632
35618,2910,2.4,4,8.631
35629,2911,7.914,11,8.334
35634,2912,3.684,5,8.181
35648,2913,11.064,14,8.776
35677,2914,23.313,29,10.451
35691,2915,12.944,14,9.838
35714,2916,18.01,23,10.795
35727,2917,10.2,13,11.601
35752,2918,22.029,25,13.634
35758,2919,4.746,6,11.63
35788,2920,27.242,30,14.115
35794,2921,4.098,6,13.733
35801,2922,5.663,7,13.931
35806,2923,3.83,5,13.208
35816,2924,7.118,10,11.588
35818,2925,1.213,2,10.415
35827,2926,7.679,9,9.382
35837,2927,7.933,10,9.155
35841,2928,2.815,4,7.234
35843,2929,1.313,2,6.891
35845,2930,1.28,2,4.294
35875,2931,23.782,30,6.263
35881,2932,4.23,6,6.119
35888,2933,5.747,7,6.311
35918,2934,27.479,30,8.347
35927,2935,7.879,9,9.014
35956,2936,25.849,29,10.831
35960,2937,2.483,4,10.286
35973,2938,10.151,13,11.019
35978,2939,3.779,5,11.266
35983,2940,3.265,5,11.465
35989,2941,5.086,6,9.595
35996,2942,5.233,7,9.695
36018,2943,19.377,22,11.058
36022,2944,2.498,4,8.56
36032,2945,8.579,10,8.63
36044,2946,9.95,12,7.04
36074,2947,25.274,30,9.319
36099,2948,20.209,25,10.325
36103,2949,3.013,4,10.248
36133,2950,26.243,30,12.546
36151,2951,15.651,18,13.603
36170,2952,15.478,19,14.627
36176,2953,4.166,6,13.106
36183,2954,5.25,7,13.381
36191,2955,5.746,8,13.098
36197,2956,4.912,6,12.594
36206,2957,7.778,9,10.845
36219,2958,11.185,13,9.942
36223,2959,2.834,4,9.924
36244,2960,18.577,21,9.158
36262,2961,15.545,18,9.147
36278,2962,12.433,16,8.843
36308,2963,28.828,30,11.309
36316,2964,6.412,8,11.425
36332,2965,13.413,16,12.192
36336,2966,2.734,4,11.974
36341,2967,3.979,5,11.594
36348,2968,5.946,7,11.07
36371,2969,19.847,23,12.771
36400,2970,23.212,29,13.235
36430,2971,22.718,30,13.952
36433,2972,1.766,3,12.885
36463,2973,25.346,30,12.537
36481,2974,14.818,18,13.378
36489,2975,5.879,8,12.625
36514,2976,21.612,25,14.512
36528,2977,10.278,14,15.142
36541,2978,11.612,13,15.709
36553,2979,10.278,12,14.752
36561,2980,6.077,8,13.038
36567,2981,4.817,6,11.248
36575,2982,5.985,8,11.67
36599,2983,17.878,24,10.923
36605,2984,4.498,6,9.891
36610,2985,3.964,5,9.7
36632,2986,19.079,22,9.447
36637,2987,3.566,5,8.775
36657,2988,15.615,20,9.176
36662,2989,2.986,5,8.446
36673,2990,9.146,11,8.753
36703,2991,25.113,30,10.783
36712,2992,7.05,9,10.89
36728,2993,12.364,16,10.338
36746,2994,14.278,18,11.316
36759,2995,9.978,13,11.918
36770,2996,8.063,11,10.816
36787,2997,13.511,17,11.81
36790,2998,1.732,3,10.422
36811,2999,19.244,21,12.048
36833,3000,19.714,22,13.105
36841,3001,6.578,8,11.251
36860,3002,15.345,19,12.081
36883,3003,19.543,23,12.799
36897,3004,11.016,14,12.472
36907,3005,7.746,10,12.249
36920,3006,9.23,13,12.366
36931,3007,9.278,11,11.943
36957,3008,23.451,26,14.114
36970,3009,11.112,13,13.301
37000,3010,24.341,30,13.764
37003,3011,2.013,3,13.307
37011,3012,6.83,8,12.456
37028,3013,15.685,17,12.07
37037,3014,7.264,9,11.695
37045,3015,6.645,8,11.585
37059,3016,11.164,14,11.778
37074,3017,10.917,15,11.942
37097,3018,20.13,23,11.61
37102,3019,3.779,5,10.877
37106,3020,2.68,4,8.711
37129,3021,20.129,23,10.522
37142,3022,10.269,13,10.866
37144,3023,1.213,2,9.419
37154,3024,8.651,10,9.558
37162,3025,5.952,8,9.488
37179,3026,13.485,17,9.72
37188,3027,6.532,9,9.282
37213,3028,20.43,25,9.312
37223,3029,7.912,10,9.725
37226,3030,1.88,3,9.645
37231,3031,3.584,5,7.991
37256,3032,21.233,25,9.087
37266,3033,7.549,10,9.721
37273,3034,6.064,7,9.462
37287,3035,12.145,14,10.081
37298,3036,8.816,11,9.614
37302,3037,3.112,4,9.272
37313,3038,8.681,11,8.098
37328,3039,11.385,15,8.445
37358,3040,25.71,30,10.828
37388,3041,25.296,30,12.999
37418,3042,26.016,30,13.477
37429,3043,9.679,11,13.69
37450,3044,17.017,21,14.786
37464,3045,12.344,14,14.806
37467,3046,2.047,3,14.129
37477,3047,8.078,10,14.625
37493,3048,14.311,16,15.188
37505,3049,8.686,12,14.918
37524,3050,17.11,19,14.058
37550,3051,22.377,26,13.767
37558,3052,6.812,8,11.846
37577,3053,16.645,19,12.543
37595,3054,14.309,18,12.272
37598,3055,1.88,3,11.226
37624,3056,23.643,26,13.385
37630,3057,4.531,6,13.03
37660,3058,27.473,30,14.347
37670,3059,8.452,10,14.323
37676,3060,4.913,6,13.103
37688,3061,9.165,12,11.782
37691,3062,2.013,3,11.302
37694,3063,2.013,3,9.839
37705,3064,8.198,11,9.228
37728,3065,18.442,23,10.884
37746,3066,13.853,18,9.905
37751,3067,3.48,5,9.8
37757,3068,4.78,6,7.531
37764,3069,5.648,7,7.25
37789,3070,21.815,25,8.941
37812,3071,18.684,23,9.893
37842,3072,26.351,30,12.326
37852,3073,8.33,10,12.958
37862,3074,8.063,10,12.945
37873,3075,8.58,11,11.958
37887,3076,12.178,14,11.791
37894,3077,5.399,7,11.983
37906,3078,9.827,12,12.488
37916,3079,8.599,10,12.783
37933,3080,15.427,17,12.144
37939,3081,4.812,6,10.757
37948,3082,7.361,9,8.858
37956,3083,6.05,8,8.63
37961,3084,3.069,5,8.13
37964,3085,2.047,3,7.477
37967,3086,2.212,3,6.48
37973,3087,4.745,6,6.415
37988,3088,11.946,15,6.627
37994,3089,4.813,6,6.248
37998,3090,3.046,4,5.01
38028,3091,25.076,30,7.036
38045,3092,15.578,17,7.858
38075,3093,27.308,30,9.984
38096,3094,16.609,21,11.338
38122,3095,21.864,26,13.32
38136,3096,12.379,14,14.336
38154,3097,15.917,18,15.454
38160,3098,4.663,6,14.725
38168,3099,6.418,8,14.886
38194,3100,20.096,26,16.591
38224,3101,24.525,30,16.536
38237,3102,10.584,13,16.036
38255,3103,14.4,18,14.745
38268,3104,10.464,13,14.131
38277,3105,6.549,9,12.6
38284,3106,5.946,7,11.956
38293,3107,6.979,9,11.062
38295,3108,1.118,2,10.708
38304,3109,7.546,9,10.821
38319,3110,12.531,15,10.064
38323,3111,2.846,4,7.896
38349,3112,21.843,26,9.022
38362,3113,11.012,13,8.683
38367,3114,3.919,5,8.029
38377,3115,8.017,10,8.176
38392,3116,12.783,15,8.859
38400,3117,6.232,8,8.785
38415,3118,12.843,15,9.957
38424,3119,7.085,9,9.911
38432,3120,6.597,8,9.318
38462,3121,24.712,30,11.504
38466,3122,2.746,4,9.595
38479,3123,11.782,13,9.672
38487,3124,6.479,8,9.928
38494,3125,5.878,7,9.714
38505,3126,9.48,11,9.383
38535,3127,23.263,30,11.087
38540,3128,3.433,5,10.146
38554,3129,11.744,14,10.611
38581,3130,22.747,27,12.226
38611,3131,26.01,30,12.356
38640,3132,22.652,29,14.347
38649,3133,7.811,9,13.949
38679,3134,22.531,30,15.555
38685,3135,4.615,6,15.428
38690,3136,3.465,5,14.827
38699,3137,7.779,9,13.279
38729,3138,22.12,30,15.147
38758,3139,24.361,29,16.409
38770,3140,10.581,12,15.192
38779,3141,7.764,9,13.368
38798,3142,17.144,19,12.817
38812,3143,11.861,14,13.222
38817,3144,3.78,5,11.347
38830,3145,9.2,13,11.806
38839,3146,7.531,9,12.212
38851,3147,9.976,12,12.432
38860,3148,7.479,9,10.968
38881,3149,18.743,21,10.406
38887,3150,3.785,6,9.726
38895,3151,6.416,8,9.592
38913,3152,14.509,18,9.328
38919,3153,4.713,6,8.613
38926,3154,5.546,7,8.79
38937,3155,9.732,11,8.843
38959,3156,19.977,22,10.088
38966,3157,5.286,7,9.619
38996,3158,28.042,30,11.675
39002,3159,4.946,6,10.295
39018,3160,14.431,16,11.36
39025,3161,5.679,7,11.286
39039,3162,10.798,14,10.915
39042,3163,1.884,3,10.632
39049,3164,5.596,7,10.637
39055,3165,4.713,6,10.135
39079,3166,19.444,24,10.082
39090,3167,9.763,11,10.53
39097,3168,5.386,7,8.264
39104,3169,5.532,7,8.323
39126,3170,16.119,22,8.491
39156,3171,26.794,30,10.603
39168,3172,10.253,12,10.548
39180,3173,9.644,12,11.324
39202,3174,19.445,22,12.709
39223,3175,18.182,21,14.056
39243,3176,17.431,20,13.855
39250,3177,5.846,7,13.463
39256,3178,4.679,6,13.393
39270,3179,11.946,14,14.034
39283,3180,10.253,13,13.447
39292,3181,7.412,9,11.509
39310,3182,15.544,18,12.038
39319,3183,6.697,9,11.744
39322,3184,1.865,3,9.986
39330,3185,6.033,8,8.771
39335,3186,3.265,5,7.354
39357,3187,19.914,22,8.761
39361,3188,2.682,4,8.561
39370,3189,6.48,9,8.015
39400,3190,26.409,30,9.63
39408,3191,6.012,8,9.49
39418,3192,7.733,10,8.709
39427,3193,6.845,9,8.724
39443,3194,12.994,16,9.837
39473,3195,24.35,30,11.668
39503,3196,28.776,30,14.219
39512,3197,7.232,9,12.951
39532,3198,17.745,20,14.458
39553,3199,16.213,21,15.431
39583,3200,27.675,30,15.558
39592,3201,7.812,9,15.738
39607,3202,13.278,15,16.292
39613,3203,4.779,6,16.085
39624,3204,9.566,11,15.743
39641,3205,15.11,17,14.819
39658,3206,13.498,17,13.291
39662,3207,2.913,4,12.859
39692,3208,27.843,30,13.869
39705,3209,10.034,13,13.251
39716,3210,9.445,11,11.428
39739,3211,19.01,23,12.548
39754,3212,11.677,15,12.387
39774,3213,17.749,20,13.685
39781,3214,5.646,7,13.292
39794,3215,10.919,13,12.873
39797,3216,2.018,3,11.725
39823,3217,23.846,26,13.819
39830,3218,5.746,7,11.609
39835,3219,3.613,5,10.967
39855,3220,16.552,20,11.677
39868,3221,11.079,13,10.884
39886,3222,15.243,18,11.241
39896,3223,8.465,10,10.312
39926,3224,24.247,30,12.173
39932,3225,5.046,6,11.585
39940,3226,6.746,8,12.058
39963,3227,21.127,23,11.786
39971,3228,6.451,8,11.857
39984,3229,10.079,13,12.503
39990,3230,4.879,6,11.336
39995,3231,3.712,5,10.6
40013,3232,15.844,18,10.66
40030,3233,13.535,17,11.167
40039,3234,7.165,9,9.459
40051,3235,10.513,12,10.005
40081,3236,27.276,30,12.058
40090,3237,6.45,9,10.59
40093,3238,1.88,3,10.133
40102,3239,7.612,9,9.887
40106,3240,2.979,4,9.697
40132,3241,21.843,26,11.51
40139,3242,4.797,7,10.405
40149,3243,7.663,10,9.818
40174,3244,21.81,25,11.282
40194,3245,15.963,20,11.827
40211,3246,14.579,17,10.558
40218,3247,5.281,7,10.441
40248,3248,26.215,30,12.874
40256,3249,6.878,8,12.801
40261,3250,3.897,5,12.893
40265,3251,2.369,4,10.945
40273,3252,6.846,8,11.15
40303,3253,25.014,30,12.885
40323,3254,15.48,20,12.252
40338,3255,12.764,15,11.932
40360,3256,17.212,22,12.196
40371,3257,9.778,11,12.645
40389,3258,15.91,18,11.615
40396,3259,5.446,7,11.472
40426,3260,25.367,30,13.619
40428,3261,1.28,2,13.51
40458,3262,27.593,30,15.584
40466,3263,6.513,8,13.734
40496,3264,27.073,30,14.894
40500,3265,2.433,4,13.861
40511,3266,8.949,11,13.034
40533,3267,18.577,22,13.914
40537,3268,2.946,4,12.618
40567,3269,25.595,30,14.633
40573,3270,4.83,6,12.579
40603,3271,22.817,30,14.733
40619,3272,14.012,16,13.375
40634,3273,12.45,15,13.968
40637,3274,2.013,3,11.462
40644,3275,5.319,7,11.751
40651,3276,5.885,7,11.444
40660,3277,6.615,9,10.248
40690,3278,27.441,30,12.698
40705,3279,13.082,15,11.446
40713,3280,5.702,8,11.534
40719,3281,4.83,6,9.735
40749,3282,26.749,30,11.009
40766,3283,13.111,17,11.075
40779,3284,10.71,13,11.944
40783,3285,3.046,4,11.717
40813,3286,28.11,30,13.94
40816,3287,1.847,3,13.463
40831,3288,13.412,15,12.06
40839,3289,6.049,8,11.357
40854,3290,12.581,15,12.045
40861,3291,5.297,7,12.091
40867,3292,4.48,6,9.864
40879,3293,10.645,12,9.618
40906,3294,24.293,27,10.976
40919,3295,10.979,13,11.769
40925,3296,5.013,6,9.46
40931,3297,4.63,6,9.738
40939,3298,5.932,8,8.99
40957,3299,16.143,18,9.999
40966,3300,7.713,9,9.512
40969,3301,1.765,3,9.159
40977,3302,6.913,8,9.403
40985,3303,6.73,8,9.011
40989,3304,2.846,4,6.866
41019,3305,23.584,30,8.127
41030,3306,9.082,11,8.534
41046,3307,13.778,16,9.449
41051,3308,3.882,5,9.244
41059,3309,7.164,8,8.346
41084,3310,20.011,25,9.575
41088,3311,2.88,4,9.687
41095,3312,5.779,7,9.573
41117,3313,19.076,22,10.808
41133,3314,13.964,16,11.92
41144,3315,8.996,11,10.461
41150,3316,4.679,6,10.021
41168,3317,15.411,18,10.184
41198,3318,27.833,30,12.579
41216,3319,15.583,18,13.421
41219,3320,1.851,3,11.605
41227,3321,5.968,8,11.914
41231,3322,2.699,4,11.606
41251,3323,17.265,20,11.425
41268,3324,14.134,17,11.442
41292,3325,18.475,24,12.39
41322,3326,26.211,30,14.543
41330,3327,7.078,8,13.71
41336,3328,4.049,6,11.331
41346,3329,7.879,10,10.561
41351,3330,3.546,5,10.73
41356,3331,3.845,5,10.518
41359,3332,1.864,3,10.435
41365,3333,5.063,6,9.215
41374,3334,7.764,9,8.578
41378,3335,2.813,4,7.011
41395,3336,12.631,17,5.653
41424,3337,26.181,29,7.564
41439,3338,10.882,15,8.247
41445,3339,5.086,6,7.968
41465,3340,17.884,20,9.401
41471,3341,4.613,6,9.478
41483,3342,10.712,12,10.363
41487,3343,3.013,4,10.158
41496,3344,7.853,9,10.167
41503,3345,5.897,7,10.475
41525,3346,19.711,22,11.183
41529,3347,2.599,4,8.825
41534,3348,3.631,5,8.1
41540,3349,4.546,6,8.046
41570,3350,25.877,30,8.845
41591,3351,16.51,21,10.035
41608,3352,14.479,17,10.411
41637,3353,22.663,29,12.377
41667,3354,21.786,30,13.77
41694,3355,22.745,27,15.455
41705,3356,8.929,11,14.376
41721,3357,12.915,16,15.408
41747,3358,22.365,26,17.282
41752,3359,3.946,5,17.222
41759,3360,5.412,7,15.175
41775,3361,12.631,16,14.787
41778,3362,1.913,3,13.531
41807,3363,26.777,29,13.942
41810,3364,1.913,3,11.955
41820,3365,8.784,10,10.559
41826,3366,4.679,6,10.134
41855,3367,26.642,29,11.506
41874,3368,17.076,19,10.977
41895,3369,19.111,21,12.494
41917,3370,20.527,22,14.005
41926,3371,7.596,9,13.502
41950,3372,20.733,24,15.384
41955,3373,3.846,5,13.091
41978,3374,21.311,23,15.031
42008,3375,24.718,30,16.624
42038,3376,24.208,30,18.577
42049,3377,9.711,11,16.884
42052,3378,1.782,3,15.354
42057,3379,3.614,5,13.804
42066,3380,7.312,9,12.483
42084,3381,16.21,18,13.344
42110,3382,19.55,26,13.226
42127,3383,14.961,17,14.338
42153,3384,22.477,26,14.454
42156,3385,1.98,3,12.18
42159,3386,2.013,3,9.961
42169,3387,8.563,10,9.846
42174,3388,3.418,5,10.01
42183,3389,7.545,9,10.403
42194,3390,9.565,11,10.628
42197,3391,1.88,3,9.195
42219,3392,17.416,22,8.982
42235,3393,10.986,16,8.584
42256,3394,18.829,21,8.22
42266,3395,8.645,10,8.886
42293,3396,23.344,27,11.019
42323,3397,24.615,30,12.624
42343,3398,17.944,20,14.077
42372,3399,24.01,29,15.723
42386,3400,12.051,14,15.972
42398,3401,9.251,12,16.709
42412,3402,11.232,14,16.091
42419,3403,5.233,7,15.515
42421,3404,1.28,2,13.76
42439,3405,15.912,18,14.487
42469,3406,24.216,30,14.574
42472,3407,2.013,3,12.314
42478,3408,4.6,6,10.98
42487,3409,7.078,9,9.287
42509,3410,19.247,22,10.006
42521,3411,10.746,12,10.156
42551,3412,28.074,30,11.84
42580,3413,22.152,29,13.532
42590,3414,8.412,10,14.245
42620,3415,26.941,30,15.348
42626,3416,5.013,6,13.428
42656,3417,23.195,30,15.546
42668,3418,10.28,12,16.114
42688,3419,17.411,20,17.147
42718,3420,23.561,30,17.579
42722,3421,3.013,4,16.805
42727,3422,3.38,5,14.336
42754,3423,23.483,27,14.469
42761,3424,5.749,7,14.203
42770,3425,7.345,9,12.243
42795,3426,21.576,25,13.899
42802,3427,5.697,7,12.15
42809,3428,5.579,7,11.679
42833,3429,21.376,24,12.076
42846,3430,10.978,13,10.818
42852,3431,4.734,6,10.99
42882,3432,25.93,30,13.245
42912,3433,24.598,30,13.356
42942,3434,28.012,30,15.582
42948,3435,4.846,6,15.333
42955,3436,6.012,7,13.776
42961,3437,4.712,6,13.678
42974,3438,11.579,13,14.278
43004,3439,24.583,30,14.598
43007,3440,1.913,3,13.692
43033,3441,21.7,26,15.388
43035,3442,1.28,2,12.923
43040,3443,3.932,5,10.857
43048,3444,6.546,8,8.71
43064,3445,13.978,16,9.624
43078,3446,12.345,14,10.257
43089,3447,9.199,11,10.706
43094,3448,3.613,5,9.909
43109,3449,12.544,15,8.705
43112,3450,2.179,3,8.732
43140,3451,23.282,28,8.89
43161,3452,17.379,21,10.5
43164,3453,2.013,3,10.308
43171,3454,5.879,7,10.241
43201,3455,28.246,30,11.668
43207,3456,4.745,6,10.908
43226,3457,13.646,19,11.353
43250,3458,21.543,24,13.146
43266,3459,13.111,16,13.202
43269,3460,2.279,3,13.212
43277,3461,6.712,8,11.555
43307,3462,27.709,30,12.588
43330,3463,19.416,23,14.329
43360,3464,26.991,30,16.44
43365,3465,3.265,5,13.942
43376,3466,9.678,11,14.435
43400,3467,22.344,24,15.305
43422,3468,18.6,22,15.011
43429,3469,5.613,7,14.261
43445,3470,12.898,16,15.323
43469,3471,21.91,24,16.842
43475,3472,4.678,6,14.539
43486,3473,8.979,11,13.496
43491,3474,4.013,5,11.198
43494,3475,1.913,3,11.063
43509,3476,11.951,15,11.29
43515,3477,4.512,6,9.507
43531,3478,12.818,16,8.929
43536,3479,3.913,5,8.759
43539,3480,1.752,3,7.644
43564,3481,20.017,25,7.455
43567,3482,1.98,3,7.185
43575,3483,6.233,8,6.91
43579,3484,3.012,4,6.81
43595,3485,14.245,16,8.043
43616,3486,18.845,21,8.733
43621,3487,3.812,5,8.663
43636,3488,13.212,15,8.702
43648,3489,11.044,12,9.415
43653,3490,4.212,5,9.661
43666,3491,11.044,13,8.764
43677,3492,8.48,11,9.414
43691,3493,11.446,14,9.935
43710,3494,16.844,19,11.318
43729,3495,15.943,19,11.488
43735,3496,4.878,6,10.091
43743,3497,6.713,8,10.381
43773,3498,24.698,30,11.53
43789,3499,14.414,16,11.867
43811,3500,19.352,22,13.381
43830,3501,16.5,19,13.927
43841,3502,9.512,11,14.03
43857,3503,13.695,16,14.255
43868,3504,9.461,11,13.516
43880,3505,8.829,12,12.805
43905,3506,22.474,25,14.565
43917,3507,8.563,12,14.75
43925,3508,6.68,8,12.948
43933,3509,6.512,8,12.158
43939,3510,4.386,6,10.661
43961,3511,20.481,22,11.059
43979,3512,15.644,18,11.673
43982,3513,1.98,3,10.501
44004,3514,18.063,22,11.361
44014,3515,8.178,10,11.296
44020,3516,4.779,6,9.527
44038,3517,14.879,18,10.158
44055,3518,15.351,17,11.025
44075,3519,17.528,20,12.127
44089,3520,12.578,14,12.946
44105,3521,13.609,16,12.259
44125,3522,18.812,20,12.576
44132,3523,4.832,7,12.861
44150,3524,13.984,18,12.453
44152,3525,1.247,2,11.76
44182,3526,26.236,30,13.906
44204,3527,17.497,22,14.168
44208,3528,2.846,4,12.917
44238,3529,27.442,30,13.908
44244,3530,5.03,6,13.154
44252,3531,6.482,8,12.441
44278,3532,22.834,26,12.843
44294,3533,12.943,16,13.654
44319,3534,21.695,25,14.425
44321,3535,1.28,2,14.428
44324,3536,2.279,3,12.033
44339,3537,13.545,15,11.638
44357,3538,16.111,18,12.964
44387,3539,26.009,30,12.821
44390,3540,1.98,3,12.516
44394,3541,2.682,4,12.136
44406,3542,9.279,12,10.78
44418,3543,10.446,12,10.531
44439,3544,15.878,21,9.949
44450,3545,9.862,11,10.807
44470,3546,15.463,20,12.126
44490,3547,17.162,20,12.487
44509,3548,16.91,19,12.567
44536,3549,22.05,27,12.171
44563,3550,22.677,27,14.241
44592,3551,24.812,29,16.454
44595,3552,2.013,3,15.727
44611,3553,13.946,16,16.077
44620,3554,7.629,9,15.252
